Sno_,carpetarea,status,floor,transaction_type,year_built,price_per_sqft
2554,24,Ready to Move,0,,,750000
2555,800,Under Construction,3,,,10375
2556,65,Ready to Move,1,,,53846
2557,1960,Ready to Move,2,,,6378
2558,1460,Ready to Move,2,,,4795
2560,1200,Ready to Move,,,,5833
2561,525,Ready to Move,,,,9524
2562,1500,Ready to Move,2,,,12333
2563,2000,Ready to Move,3,,,3000
2564,190,Ready to Move,1,,,47368
2565,60,Under Construction,2,,,116667
2566,4280,Ready to Move,3,,,7360
2567,3224,Ready to Move,1,,,12000
2568,200,Ready to Move,1,,,37500
2569,1100,Ready to Move,1,,,8182
2570,1200,Ready to Move,,,,2667
2571,1360,Ready to Move,2,,,5147
2572,2400,Ready to Move,2,,,5833
2573,750,Ready to Move,2,,,8000
2574,1180,Ready to Move,1,,,5424
2575,400,Under Construction,1,,,25000
2576,3500,Ready to Move,3,,,7914
2577,3000,Ready to Move,2,,,6333
2578,1000,Ready to Move,,,,3200
2579,600,Ready to Move,2,,,7167
2580,4200,Ready to Move,3,,,6190
2581,600,Ready to Move,0,,,4667
2582,600,Ready to Move,3,,,17
2583,2400,Ready to Move,2,,,4166
2585,700,Ready to Move,2,,,13286
2586,1260,Ready to Move,2,,,5159
2587,850,Ready to Move,1,,,9424
2589,962,Ready to Move,2,,,10915
2590,920,,2,,,5978
2591,1275,Ready to Move,2,,,4471
2592,550,Ready to Move,3,,,15270
2593,900,Ready to Move,1,,,1778
2594,3040,Ready to Move,4,,,6414
2595,400,Ready to Move,1,,,14750
2596,900,New Launch,0,,,5000
2597,600,Ready to Move,2,,,8333
2598,700,Ready to Move,1,,,11429
2600,1200,New Launch,1,,,9583
2601,3178,Ready to Move,0,,,14789
2602,1200,Ready to Move,4,,,26667
2603,1200,Ready to Move,4,,,29167
2604,600,Ready to Move,3,,,28333
2605,1200,Ready to Move,2,,,31667
2606,900,Under Construction,,,,4222
2607,3600,Ready to Move,4,,,5972
2608,580,Ready to Move,3,,,11207
2609,525,New Launch,,,,3333
2610,2400,New Launch,3,,,7000
2611,600,Ready to Move,2,,,8335
2612,1170,Under Construction,1,,,2393
2613,2200,New Launch,2,,,2182
2614,1200,Ready to Move,1,,,15000
2615,1200,Ready to Move,3,,,11667
2616,600,New Launch,1,,,4483
2617,1200,Ready to Move,2,,,12500
2619,1400,Ready to Move,3,,,6857
2620,1150,Ready to Move,1,,,8261
2621,2000,Ready to Move,2,,,5050
2622,1180,Ready to Move,1,,,5000
2624,990,Under Construction,1,,,2828
2625,600,Ready to Move,2,,,14500
2626,800,New Launch,3,,,1000
2627,700,New Launch,,,,4227
2628,1300,Ready to Move,,,,1923
2629,40000,Under Construction,4,,,712
2630,200,Ready to Move,0,,,28000
2631,600,Ready to Move,4,,,29167
2632,1480,Ready to Move,1,,,3716
2633,580,Ready to Move,1,,,6034
2634,1299,New Launch,2,,,6159
2635,3800,Ready to Move,2,,,17053
2636,11500,Ready to Move,6,,,8261
2637,3040,Ready to Move,1,,,1645
2638,800,Ready to Move,2,,,8625
2639,1050,Ready to Move,1,,,2381
2641,850,Ready to Move,1,,,5882
2642,800,New Launch,1,,,4875
2643,3000,Ready to Move,2,,,3833
2644,700,Ready to Move,2,,,13429
2645,2100,Ready to Move,2,,,4667
2646,3500,Ready to Move,2,,,3143
2647,800,Ready to Move,1,,,10625
2648,2800,Ready to Move,1,,,10536
2650,400,Ready to Move,1,,,10500
2651,1300,Under Construction,1,,,3462
2652,1700,Under Construction,2,,,3412
2653,600,Ready to Move,2,,,13000
2654,850,Ready to Move,,,,6882
2656,4000,Ready to Move,2,,,2750
2657,40,Ready to Move,1,,,222500
2658,1035,Ready to Move,2,,,10145
2659,560,New Launch,3,,,10714
2661,1909,New Launch,1,,,3562
2662,1500,Under Construction,,,,11700
2663,850,Ready to Move,1,,,8765
2665,650,Ready to Move,1,,,4000
2666,750,Ready to Move,0,,,5600
2667,804,Ready to Move,1,,,6841
2668,900,Under Construction,1,,,1111
2669,2030,Ready to Move,1,,,887
2670,150,Ready to Move,3,,,66000
2671,1300,New Launch,2,,,8077
2672,1800,Ready to Move,2,,,8889
2673,600,Under Construction,2,,,9833
2676,400,Ready to Move,2,,,26250
2677,800,Ready to Move,2,,,12375
2678,600,Ready to Move,1,,,8167
2679,450,Ready to Move,3,,,9556
2680,1150,Ready to Move,2,,,8261
2682,40,Ready to Move,2,,,137500
2684,600,New Launch,0,,,4500
2685,1200,Ready to Move,,,,2917
2686,550,New Launch,2,,,14182
2687,7975164569,Ready to Move,1,,,0
2688,2200,Ready to Move,0,,,1591
2689,600,New Launch,1,,,8333
2690,4200,Ready to Move,4,,,5952
2691,750,Ready to Move,0,,,6667
2692,2,Ready to Move,1,,,2800000
2693,2500,Ready to Move,3,,,4200
2694,600,Ready to Move,3,,,10000
2695,120,New Launch,3,,,137500
2697,800,Ready to Move,3,,,16875
2698,750,New Launch,2,,,8400
2699,1200,Ready to Move,1,,,3667
2700,1050,Ready to Move,,,,2952
2702,40,Ready to Move,3,,,550000
2703,11,Ready to Move,1,,,445455
2704,4200,Under Construction,3,,,7143
2705,800,Ready to Move,1,,,5625
2706,1200,Under Construction,2,,,7167
2707,600,New Launch,1,,,7500
2708,700,New Launch,0,,,11429
2709,30,Ready to Move,3,,,333333
2710,1300,Under Construction,0,,,3308
2711,2400,Ready to Move,1,,,1542
2712,120,Ready to Move,0,,,15000
2713,1022,Ready to Move,1,,,6360
2714,150,Ready to Move,1,,,24820
2715,6400,Ready to Move,,,,859
2717,2400,Ready to Move,1,,,4583
2718,2250,Ready to Move,2,,,6444
2719,600,,,,,6333
2721,800,Ready to Move,1,,,8500
2722,500,Ready to Move,2,,,7200
2723,120,Ready to Move,2,,,33333
2724,1100,Under Construction,,,,5818
2725,600,New Launch,0,,,4333
2726,600,Ready to Move,5,,,36667
2727,5600,Ready to Move,5,,,2857
2728,600,Ready to Move,3,,,10833
2729,1850,New Launch,,,,2486
2730,1150,Ready to Move,2,,,6522
2731,850,Ready to Move,2,,,9176
2732,300,Ready to Move,2,,,9333
2734,2000,Ready to Move,2,,,2750
2737,800,Ready to Move,2,,,9750
2739,1300,Ready to Move,,,,1769
2742,1700,Ready to Move,3,,,11765
2743,880,Ready to Move,1,,,4318
2744,1480,Ready to Move,4,,,13514
2745,1760,Ready to Move,2,,,9375
2746,600,Ready to Move,1,,,5000
2747,1250,Ready to Move,2,,,6000
2748,1000,Ready to Move,3,,,15000
2749,900,Ready to Move,3,,,17778
2750,1520,Ready to Move,2,,,5592
2751,900,Ready to Move,1,,,15556
2752,650,Ready to Move,1,,,7231
2754,3000,Ready to Move,2,,,12667
2755,1200,Ready to Move,2,,,14167
2756,1025,Ready to Move,1,,,2244
2757,1020,Ready to Move,1,,,2451
2758,1100,Ready to Move,2,,,10909
2759,6,Ready to Move,0,,,1667
2760,1250,Under Construction,1,,,2920
2761,1500,New Launch,0,,,2900
2762,2000,Ready to Move,3,,,6400
2763,600,Ready to Move,2,,,12500
2764,2400,Under Construction,2,,,6250
2765,1400,Ready to Move,,,,6571
2766,1200,Ready to Move,,,,19167
2767,2200,Ready to Move,3,,,6136
2768,2900,Under Construction,4,,,2586
2769,650,Ready to Move,1,,,6154
2770,1701,Ready to Move,1,,,5291
2772,1200,Ready to Move,2,,,7917
2773,1164,New Launch,1,,,4038
2774,3700,Ready to Move,5,,,6486
2775,750,Ready to Move,2,,,11867
2776,1548,Ready to Move,2,,,8398
2777,5000,Ready to Move,2,,,2200
2778,140,Under Construction,2,,,750000
2779,300,Ready to Move,1,,,41667
2780,5,New Launch,2,,,3000000
2781,2750,Under Construction,1,,,2618
2783,675,Ready to Move,2,,,7259
2784,1200,Ready to Move,1,,,2417
2785,675,Ready to Move,3,,,13333
2786,920,New Launch,1,,,4446
2787,4200,Ready to Move,3,,,4643
2788,2500,Ready to Move,1,,,3400
2789,600,Ready to Move,3,,,11667
2790,2300,Ready to Move,2,,,5217
2791,2600,Ready to Move,4,,,23077
2792,90,Ready to Move,1,,,98889
2793,150,Ready to Move,1,,,36667
2794,650,Ready to Move,1,,,9538
2795,880,Ready to Move,2,,,9091
2796,1200,Under Construction,1,,,4583
2797,1200,Ready to Move,1,,,5667
2798,1089,Ready to Move,1,,,2204
2799,1450,Ready to Move,2,,,14828
2800,750,Ready to Move,4,,,17333
2801,60,Ready to Move,1,,,83333
2802,450,Ready to Move,1,,,120
2803,600,Ready to Move,3,,,14167
2804,936,Ready to Move,,,,5342
2805,600,Ready to Move,1,,,9333
2806,1500,Ready to Move,3,,,6667
2807,10,Ready to Move,,,,520000
2808,2000,Under Construction,2,,,12500
2809,1200,Ready to Move,2,,,7583
2810,4500,Ready to Move,5,,,6444
2812,375,Ready to Move,2,,,9600
2813,2400,Ready to Move,1,,,7500
2814,1628,Ready to Move,2,,,7064
2815,10,Ready to Move,1,,,1250000
2816,33,Ready to Move,2,,,121212
2817,400,Ready to Move,,,,1000
2818,1100,Ready to Move,,,,3182
2819,924,New Launch,2,,,5411
2820,1200,Ready to Move,,,,1833
2821,650,New Launch,3,,,10000
2822,2000,Ready to Move,1,,,550
2823,1200,Ready to Move,1,,,5083
2824,1150,Ready to Move,,,,2174
2825,1200,Ready to Move,1,,,1333
2826,1025,Ready to Move,,,,5561
2827,1050,Ready to Move,1,,,5524
2828,600,Ready to Move,2,,,16667
2829,560,Ready to Move,2,,,8036
2830,1200,Ready to Move,1,,,7417
2831,1200,Ready to Move,6,,,36667
2832,1600,Ready to Move,2,,,31250
2833,2400,Ready to Move,2,,,7292
2834,2100,Ready to Move,3,,,9524
2835,4000,Ready to Move,4,,,7500
2837,3500,Ready to Move,3,,,4400
2838,1200,Ready to Move,0,,,3333
2839,1600,Ready to Move,,,,4250
2840,300,Ready to Move,1,,,833
2841,1000,Ready to Move,4,,,10
2844,2200,Under Construction,2,,,7500
2846,500,New Launch,2,,,20
2847,900,Ready to Move,,,,10000
2848,1000,Ready to Move,3,,,7500
2849,1145,Ready to Move,1,,,3668
2850,1400,Ready to Move,1,,,6143
2851,1000,Under Construction,1,,,4500
2852,560,Ready to Move,0,,,3214
2853,625,,1,,,3040
2854,1200,Ready to Move,,,,16667
2855,50,Ready to Move,5,,,900000
2856,1800,Under Construction,1,,,6667
2857,1350,Ready to Move,1,,,6148
2858,2600,Ready to Move,2,,,5904
2860,1800,Ready to Move,1,,,3611
2861,1000,New Launch,1,,,10
2862,33,Ready to Move,,,,90909
2863,12000,Ready to Move,1,,,292
2864,2300,Ready to Move,3,,,7174
2866,40,Ready to Move,2,,,120000
2867,840,Ready to Move,3,,,15476
2868,45,Ready to Move,1,,,611111
2869,312,Ready to Move,,,,3205
2870,2200,Ready to Move,0,,,2636
2871,1530,Ready to Move,1,,,10980
2872,600,,4,,,13333
2873,19500,Ready to Move,2,,,1692
2874,1452,Ready to Move,3,,,4270
2875,1000,Under Construction,1,,,4700
2876,1200,Ready to Move,2,,,4000
2877,450,Under Construction,0,,,22222
2879,1075,Ready to Move,,,,6977
2880,1250,Ready to Move,1,,,3920
2881,450,Ready to Move,1,,,16444
2882,350,Ready to Move,1,,,22857
2883,474,Ready to Move,1,,,6329
2884,690,Ready to Move,2,,,6522
2885,908,Ready to Move,3,,,34141
2886,1000,Ready to Move,1,,,8500
2888,1200,Under Construction,4,,,19833
2889,550,Ready to Move,1,,,7818
2890,2600,Under Construction,3,,,8462
2892,1800,Ready to Move,1,,,8333
2893,1200,Ready to Move,1,,,792
2894,850,Ready to Move,1,,,10471
2896,1400,New Launch,1,,,6571
2897,1000,Ready to Move,0,,,1300
2898,1200,Ready to Move,1,,,2333
2900,1200,Ready to Move,2,,,17500
2903,950,New Launch,1,,,3368
2904,30,,1,,,216667
2905,900,Ready to Move,1,,,6556
2906,1600,Ready to Move,2,,,3938
2907,65,Ready to Move,1,,,40769
2908,580,Ready to Move,2,,,6379
2909,900,Ready to Move,1,,,6889
2911,809,Ready to Move,2,,,12237
2912,1050,Ready to Move,2,,,7143
2913,954,Ready to Move,1,,,6499
2914,1200,Ready to Move,1,,,2083
2915,1000,Ready to Move,2,,,4700
2916,1050,Ready to Move,1,,,5905
2917,1400,Ready to Move,2,,,5571
2924,1600,Ready to Move,2,,,2812
2925,2300,Ready to Move,2,,,4783
2928,1250,Ready to Move,2,,,3760
2929,1100,New Launch,2,,,5000
2930,6500,Ready to Move,1,,,1523
2932,400,Ready to Move,2,,,6250
2933,935,Ready to Move,3,,,16043
2934,12,Ready to Move,2,,,4166667
2937,84,Under Construction,1,,,54762
2938,873,Ready to Move,1,,,5613
2939,603,Ready to Move,2,,,12438
2940,1900,Ready to Move,1,,,5789
2941,450,Under Construction,,,,4089
2943,720,Ready to Move,1,,,6528
2944,682,Ready to Move,,,,2713
2945,1100,Ready to Move,3,,,8636
2946,1224,Ready to Move,1,,,6373
2947,3640,Ready to Move,2,,,4945
2948,1215,Ready to Move,2,,,3951
2950,930,Ready to Move,,,,6559
2952,960,Ready to Move,,,,7917
2953,2025,Ready to Move,2,,,4198
2954,950,Ready to Move,1,,,5158
2955,800,Ready to Move,2,,,8125
2957,558,Ready to Move,1,,,2599
2958,1550,Under Construction,2,,,8065
2959,6000,Ready to Move,1,,,2083
2960,670,Ready to Move,2,,,3806
2962,2000,Under Construction,2,,,2500
2963,750,Ready to Move,1125,,,1700
2964,1100,Ready to Move,1,,,5909
2965,700,Ready to Move,1,,,8571
2966,800,Ready to Move,1,,,7250
2967,1000,Ready to Move,2,,,7200
2968,660,Ready to Move,2,,,3939
2969,1000,New Launch,1,,,4800
2970,500,Ready to Move,1,,,4700
2971,1000,Ready to Move,2,,,9500
2972,452,Under Construction,1,,,3540
2973,750,Ready to Move,2,,,5000
2974,1700,Ready to Move,3,,,3824
2975,840,Ready to Move,2,,,4464
2976,700,Ready to Move,0,,,6429
2977,2240,Ready to Move,1,,,5134
2978,1350,Ready to Move,1,,,3296
2979,800,Ready to Move,1,,,3125
2980,1600,Under Construction,2,,,3438
2981,515,Ready to Move,,,,4078
2982,495,Ready to Move,2,,,8081
2983,30,New Launch,,,,46667
2984,670,Ready to Move,0,,,3284
2985,1450,Ready to Move,2,,,4828
2986,550,Ready to Move,,,,8182
2987,310,Ready to Move,4,,,4194
2988,1080,New Launch,1,,,5556
2989,700,Ready to Move,1,,,4571
2990,2007,Ready to Move,2,,,3239
2991,1000,Ready to Move,1,,,6200
2992,1000,Ready to Move,2,,,7500
2993,800,Ready to Move,1,,,6250
2994,350,,1,,,24571
2995,3200,Ready to Move,3,,,9375
2996,630,Ready to Move,1,,,7143
2997,540,New Launch,2,,,11481
2998,1900,Ready to Move,2,,,11842
2999,2340,Ready to Move,2,,,5726
3000,8100,Ready to Move,2,,,3951
3003,200,Ready to Move,,,,20000
3004,200,,,,,85
3005,1350,Ready to Move,3,,,17407
3006,180,,1,,,37778
3007,850,Ready to Move,1,,,7294
3010,4000,Ready to Move,2,,,3500
3011,1000,Ready to Move,1,,,7500
3014,130,Ready to Move,1,,,50000
3015,956,Ready to Move,1,,,6485
3016,700,Ready to Move,1,,,7714
3017,1550,Ready to Move,2,,,6129
3018,720,Ready to Move,,,,1806
3019,13500,Ready to Move,1,,,356
3020,1720,Ready to Move,2,,,3372
3022,3240,Ready to Move,1,,,4938
3023,1050,Ready to Move,1,,,7143
3025,1500,Ready to Move,2,,,2800
3026,87,Under Construction,1,,,34483
3027,2520,Ready to Move,4,,,3770
3028,800,Ready to Move,,,,6750
3029,1800,Ready to Move,1,,,3556
3030,850,Under Construction,1,,,6118
3031,1350,Under Construction,2,,,5556
3032,760,Ready to Move,1,,,6184
3033,960,Ready to Move,1,,,4688
3035,55,Under Construction,2,,,69091
3036,800,Ready to Move,2,,,5750
3037,600,Ready to Move,1,,,4500
3038,1000,Ready to Move,,,,6500
3039,2700,Ready to Move,3,,,5556
3040,480,Ready to Move,1,,,3958
3041,2400,Ready to Move,3,,,5417
3043,1365,Ready to Move,2,,,4322
3044,900,Under Construction,2,,,6111
3045,1197,Ready to Move,2,,,6266
3051,1800,Ready to Move,1,,,4583
3055,250,Ready to Move,2,,,48000
3056,400,Ready to Move,1,,,5750
3057,800,Ready to Move,1,,,6750
3058,750,Ready to Move,1,,,7200
3059,600,Ready to Move,1,,,4083
3060,520,Ready to Move,1,,,5288
3061,2000,Ready to Move,1,,,2500
3063,800,Ready to Move,2,,,5624
3064,1000,Ready to Move,1,,,12000
3065,1014,Ready to Move,1,,,4339
3066,3600,Ready to Move,2,,,9722
3068,3850,New Launch,3,,,1299
3069,5348,Ready to Move,,,,11219
3071,1230,Ready to Move,1,,,3089
3073,1710,Ready to Move,2,,,5018
3074,45,Ready to Move,,,,57778
3075,75,Under Construction,,,,52000
3076,900,Ready to Move,1,,,6444
3077,2100,Ready to Move,1,,,1544
3078,1143,New Launch,2,,,9624
3079,2100,Under Construction,0,,,6429
3080,975,Ready to Move,5,,,9026
3081,1100,Ready to Move,1,,,4545
3082,1414,Ready to Move,1,,,4738
3083,350,Ready to Move,1,,,1429
3084,612,Ready to Move,2,,,6863
3085,2000,Under Construction,1,,,2750
3087,3100,Ready to Move,2,,,4839
3088,2700,Ready to Move,1,,,2407
3089,954,Ready to Move,1,,,6289
3092,500,Under Construction,1,,,7200
3093,800,Ready to Move,2,,,4750
3094,900,Under Construction,1,,,6889
3095,9500,Ready to Move,1,,,421
3096,399,New Launch,2,,,5013
3098,800,Ready to Move,1,,,3250
3099,530,Ready to Move,1,,,6792
3100,1700,Ready to Move,2,,,5588
3101,1700,Under Construction,2,,,5585
3102,1100,Ready to Move,2,,,5636
3103,1000,Ready to Move,2,,,6200
3104,450,Ready to Move,1,,,8889
3105,585,Ready to Move,2,,,9915
3106,800,Ready to Move,1,,,7000
3108,860,Ready to Move,2,,,6105
3109,700,Ready to Move,1,,,8714
3111,800,Ready to Move,1,,,7750
3112,800,Ready to Move,1,,,9375
3113,400,Ready to Move,1,,,7250
3114,700,Ready to Move,1,,,6857
3115,2160,Ready to Move,1,,,2546
3118,2200,New Launch,2,,,3864
3119,2400,Ready to Move,2,,,4792
3120,570,Ready to Move,3,,,5789
3121,1600,Ready to Move,2,,,4750
3122,480,Ready to Move,1,,,3542
3123,900,Ready to Move,2,,,10556
3124,650,Ready to Move,1,,,2308
3125,757,Ready to Move,1,,,31704
3126,1850,Ready to Move,3,,,4486
3127,4500,New Launch,3,,,6556
3128,42,New Launch,6,,,214286
3129,1200,New Launch,1,,,3667
3130,1349,Under Construction,2,,,5560
3131,700,New Launch,1,,,4571
3133,1350,Ready to Move,1,,,5926
3134,600,Ready to Move,,,,2750
3135,800,Ready to Move,2,,,10500
3136,2700,Ready to Move,4,,,4815
3138,2800,Ready to Move,2,,,4821
3139,1467,Ready to Move,1,,,3749
3141,756,Ready to Move,2,,,11111
3142,1050,Under Construction,1,,,7143
3143,1800,Ready to Move,2,,,4556
3146,576,Under Construction,1,,,7812
3147,57,Under Construction,1,,,64912
3148,1000,Under Construction,2,,,4700
3149,1150,New Launch,2,,,7391
3150,950,Under Construction,1,,,5789
3151,2000,Ready to Move,1,,,1750
3153,880,Ready to Move,1,,,6364
3154,2025,Ready to Move,2,,,6173
3156,713,New Launch,,,,6031
3157,1650,Under Construction,2,,,2727
3158,1700,Ready to Move,2,,,2677
3159,900,Ready to Move,,,,10556
3160,750,Ready to Move,1,,,6400
3161,450,Ready to Move,1,,,5111
3162,580,Ready to Move,2,,,7759
3165,963,New Launch,1,,,3219
3167,1620,Ready to Move,2,,,11111
3169,3400,Ready to Move,3,,,9118
3170,1027,Ready to Move,1,,,7303
3172,1350,Ready to Move,2,,,12444
3173,1962,Ready to Move,3,,,13354
3174,810,Ready to Move,2,,,7037
3175,2700,Ready to Move,1,,,7333
3176,750,Under Construction,1,,,3333
3177,1650,Ready to Move,2,,,2788
3178,2430,Ready to Move,2,,,7325
3180,1242,Ready to Move,2,,,10386
3181,2925,Ready to Move,,,,11111
3182,800,Ready to Move,1,,,3000
3183,630,Ready to Move,2,,,4444
3184,2400,Ready to Move,2,,,3292
3185,2000,Ready to Move,3,,,5500
3186,450,Ready to Move,2,,,8889
3187,2024,Under Construction,2,,,5682
3189,1450,New Launch,2,,,4138
3190,680,New Launch,1,,,5147
3192,700,Ready to Move,,,,4714
3193,946,Ready to Move,0,,,4440
3194,963,Ready to Move,2,,,9346
3195,650,Under Construction,2,,,5846
3196,2000,Under Construction,2,,,400
3197,1200,Ready to Move,3,,,15000
3198,1150,Under Construction,1,,,6522
3199,140,New Launch,2,,,60714
3200,2000,Ready to Move,1,,,8000
3202,920,Ready to Move,3,,,10326
3203,32,New Launch,1,,,59375
3207,1200,Ready to Move,1,,,3500
3208,1563,Ready to Move,1,,,4159
3209,1566,Ready to Move,3,,,2171
3212,1700,New Launch,3,,,5882
3213,2200,Ready to Move,2,,,2273
3214,475,Ready to Move,2,,,10526
3215,1550,Ready to Move,2,,,4839
3216,4200,Ready to Move,3,,,5238
3217,1900,Ready to Move,0,,,5264
3218,2000,Ready to Move,1,,,2100
3219,741,Ready to Move,2,,,5533
3220,850,Ready to Move,2,,,2176
3221,5800,Under Construction,2,,,4138
3224,900,Under Construction,2,,,5556
3225,1250,Ready to Move,1,,,6240
3226,1500,Ready to Move,1,,,3467
3227,37,Ready to Move,3,,,175676
3229,55,Ready to Move,2,,,218182
3230,980,Ready to Move,1,,,4694
3231,990,Ready to Move,2,,,2525
3232,50,Under Construction,1,,,60000
3233,80,Ready to Move,2,,,5625
3234,1000,Ready to Move,1,,,3000
3235,1025,Ready to Move,1,,,3122
3236,945,Ready to Move,1,,,6032
3237,972,Ready to Move,2,,,6996
3238,1440,Ready to Move,1,,,4514
3239,909,Ready to Move,1,,,6601
3240,910,Ready to Move,1,,,6593
3242,927,Ready to Move,1,,,6472
3243,738,Ready to Move,1,,,6504
3244,450,Ready to Move,3,,,16667
3245,1200,Ready to Move,2,,,7083
3247,1250,New Launch,1,,,4800
3248,110,Under Construction,1,,,45455
3249,1700,Under Construction,2,,,5588
3250,693,New Launch,,,,3975
3251,850,Ready to Move,1,,,10000
3252,2000,Ready to Move,,,,6750
3253,1700,New Launch,2,,,2882
3254,1000,New Launch,2,,,3000
3255,75,Ready to Move,,,,52000
3256,2100,New Launch,1,,,2286
3257,1300,Ready to Move,1,,,4231
3258,1242,Ready to Move,2,,,9823
3260,970,Ready to Move,2,,,7216
3261,710,Ready to Move,1,,,3662
3262,603,Ready to Move,2,,,7131
3263,1500,Ready to Move,2,,,3000
3264,1050,Ready to Move,2,,,3143
3265,800,Ready to Move,0,,,9375
3266,810,Ready to Move,1,,,6667
3267,900,Ready to Move,2,,,5000
3268,780,Ready to Move,1,,,6154
3269,1026,Ready to Move,1,,,7018
3270,650,Ready to Move,2,,,3692
3271,760,New Launch,1,,,4276
3272,701,New Launch,1,,,1061
3273,440,Ready to Move,1,,,5227
3275,1100,New Launch,2,,,3273
3276,1250,New Launch,1,,,5200
3277,650,Ready to Move,1,,,6923
3278,316,Ready to Move,1,,,47468
3280,600,Ready to Move,1,,,5500
3281,1250,Ready to Move,2,,,4000
3282,720,Ready to Move,1,,,2569
3283,1200,Ready to Move,2,,,3917
3284,5500,New Launch,3,,,9091
3285,936,Ready to Move,1,,,2671
3286,87,New Launch,4,,,64368
3287,1179,Ready to Move,0,,,5513
3288,1520,Ready to Move,2,,,4605
3289,500,Under Construction,1,,,2900
3290,600,Under Construction,300,,,2167
3291,75,Ready to Move,1,,,46667
3293,600,Ready to Move,,,,2333
3294,700,Ready to Move,1,,,8000
3295,2600,Ready to Move,3,,,1615
3296,1200,Ready to Move,2,,,1750
3297,1400,Ready to Move,1,,,3929
3298,1500,Ready to Move,2,,,5667
3299,900,Under Construction,1,,,8000
3300,58,Ready to Move,2,,,82759
3301,810,Ready to Move,,,,3580
3302,1400,Ready to Move,,,,3214
3303,27,Ready to Move,2,,,170370
3304,750,Ready to Move,2,,,4000
3305,64,Ready to Move,2,,,62500
3306,50,Ready to Move,0,,,70000
3307,900,Ready to Move,2,,,7333
3308,900,New Launch,2,,,10778
3309,270,Ready to Move,2,,,3685
3311,1242,Ready to Move,1,,,3060
3312,800,New Launch,2,,,2531
3313,120,Ready to Move,1,,,29167
3314,2500,Ready to Move,2,,,6000
3315,612,Ready to Move,1,,,2941
3316,370,Under Construction,1,,,6757
3317,665,Ready to Move,1,,,3609
3318,450,New Launch,1,,,5000
3319,1800,Ready to Move,0,,,3889
3322,630,Ready to Move,2,,,5556
3323,2500,Ready to Move,3,,,8000
3324,1200,New Launch,1,,,6000
3325,668,Ready to Move,2,,,8234
3326,500,Ready to Move,2,,,5160
3327,450,Ready to Move,1,,,6222
3328,780,New Launch,1,,,4103
3330,1412,Ready to Move,2,,,42
3331,1020,Ready to Move,1,,,6078
3333,700,Ready to Move,2,,,66429
3334,720,New Launch,1,,,3958
3335,1000,Ready to Move,3,,,9500
3336,150,Ready to Move,160,,,66667
3337,3000,Under Construction,3,,,3167
3338,370,New Launch,1,,,25676
3339,670,Ready to Move,1,,,3209
3340,549,Ready to Move,1,,,3552
3341,700,Ready to Move,1,,,3571
3342,800,Ready to Move,1,,,3875
3343,720,Ready to Move,1,,,3542
3344,620,Ready to Move,1,,,3952
3345,570,Ready to Move,3,,,10526
3347,800,Ready to Move,2,,,9000
3348,985,Ready to Move,2,,,2640
3349,2250,New Launch,1,,,7111
3351,1080,Ready to Move,3,,,6944
3352,1800,Ready to Move,2,,,5444
3354,1150,Ready to Move,2,,,7391
3355,1200,Ready to Move,1,,,4250
3356,300,New Launch,1,,,8333
3357,1600,New Launch,,,,3000
3358,912,Ready to Move,1,,,8333
3359,1800,Ready to Move,2,,,5275
3360,2800,Ready to Move,3,,,5357
3361,2500,Ready to Move,3,,,6000
3363,62,Under Construction,2,,,56452
3364,1200,Ready to Move,2,,,2500
3365,2600,Ready to Move,2,,,1885
3366,111,Ready to Move,3,,,30631
3367,900,Ready to Move,3,,,11667
3368,620,Ready to Move,2,,,5645
3370,612,Ready to Move,1,,,6863
3371,900,Ready to Move,1,,,5000
3372,570,Ready to Move,2,,,6667
3373,927,Ready to Move,1,,,8414
3374,500,New Launch,1,,,3900
